,ProductName,IsBeta,RtpStateBitfield,IsSxsPassiveMode,DefaultBrowsersIdentifier,AVProductStatesIdentifier,AVProductsInstalled,AVProductsEnabled,HasTpm,CountryIdentifier,CityIdentifier,OrganizationIdentifier,GeoNameIdentifier,LocaleEnglishNameIdentifier,Platform,Processor,OsVer,OsBuild,OsSuite,OsPlatformSubRelease,OsBuildLab,SkuEdition,IsProtected,AutoSampleOptIn,SMode,IeVerIdentifier,SmartScreen,Firewall,UacLuaenable,Census_MDC2FormFactor,Census_DeviceFamily,Census_OEMNameIdentifier,Census_OEMModelIdentifier,Census_ProcessorCoreCount,Census_ProcessorManufacturerIdentifier,Census_ProcessorModelIdentifier,Census_PrimaryDiskTotalCapacity,Census_PrimaryDiskTypeName,Census_SystemVolumeTotalCapacity,Census_HasOpticalDiskDrive,Census_TotalPhysicalRAM,Census_ChassisTypeName,Census_InternalPrimaryDiagonalDisplaySizeInInches,Census_InternalPrimaryDisplayResolutionHorizontal,Census_InternalPrimaryDisplayResolutionVertical,Census_PowerPlatformRoleName,Census_InternalBatteryNumberOfCharges,Census_OSArchitecture,Census_OSBranch,Census_OSBuildNumber,Census_OSBuildRevision,Census_OSEdition,Census_OSSkuName,Census_OSInstallTypeName,Census_OSInstallLanguageIdentifier,Census_OSUILocaleIdentifier,Census_OSWUAutoUpdateOptionsName,Census_IsPortableOperatingSystem,Census_GenuineStateName,Census_ActivationChannel,Census_IsFlightingInternal,Census_IsFlightsDisabled,Census_FlightRing,Census_ThresholdOptIn,Census_FirmwareManufacturerIdentifier,Census_FirmwareVersionIdentifier,Census_IsSecureBootEnabled,Census_IsWIMBootEnabled,Census_IsVirtualDevice,Census_IsTouchEnabled,Census_IsPenCapable,Census_IsAlwaysOnAlwaysConnectedCapable,Wdft_IsGamer,Wdft_RegionIdentifier,HasDetections
CityIdentifier,0.007334635264899203,-0.0003699167700997179,-0.0012235259206092059,0.0009817546493190597,0.0010949277779238363,-0.001446150901235744,0.004235461589534161,0.005327157301798742,-0.007577168133936022,0.00020670489154129705,1.0,-0.034658028602538304,-0.05927669501547246,0.02622463349461206,0.0037685812157649905,-0.009993597623499858,0.002416909871352463,0.010178217506538306,0.007587424950066764,-0.00893518569825288,-0.0033166059093772612,0.0065428504072888,0.01392625457468473,0.0009952208673396918,0.0015879647924749247,0.012669204971246177,-0.005289484801922131,0.0015369622434717458,-0.0006440423248026563,-0.017455659992645894,0.0018835575411241976,-0.0041845649934074535,0.011742671039702012,0.0011987805147778662,-0.01115280412265847,-0.007480674547323414,0.0003230951668475314,0.021372306061477064,-0.0015697651707284848,0.00463280688500565,0.013582349866294419,-0.009984009714943945,0.014190319840064181,0.024482946963511203,0.026280339421186943,-0.011695732809497903,-0.00185383895887459,-0.010024074471817876,-0.009834140009389996,0.013661615230155931,-0.017532333800912778,0.002705506727477548,0.0008567711059963637,0.011473533370578708,0.09097391825706558,0.0914375805374188,0.01335153229316419,0.001855603479704693,-0.023229993343967782,-0.008087561836044832,0.0014968427781699909,-0.0009168690916919741,-0.000671892025262238,0.0007650055810031248,-0.026282444420417304,0.015763837556987407,0.008821814980954686,8.397055720782732e-05,0.004531111418399,-0.011361124405445632,-0.0008632223128403289,0.0004158231589969596,0.0037587720086295234,-0.05874842447199593,-0.002282327609628562
OrganizationIdentifier,0.0001546367785237779,0.00019287063703690967,0.004982541415549421,-0.0046578001088897905,-0.0024663403830271742,0.010395434720353338,-0.014175865196487574,-0.007440696421783735,1.543891466440614e-05,0.042499230651654285,-0.034658028602538304,1.0,0.07018848122260404,0.0017608207717238198,0.0006672416200483258,-0.004626281201162609,0.0006473318907476699,-0.01431240990354522,-0.001966224843414334,0.014758557745402183,0.007702432525959856,0.01127347669928357,-0.010335373410694662,0.00011888064972815305,0.001079457691221918,-0.008142761119042854,-0.005736408692858185,0.0009420213723511302,0.00031106189884486384,0.01231546682183851,0.0014171836287325444,-0.015206263849978379,-0.004128532650804855,-0.0021826503396412,-0.007779644339097209,-0.01091622748342873,0.00015442684024744255,-0.010063293425600115,0.007097303283652522,-0.008948859856832192,-0.0005761703157335883,0.01148110129755001,-0.013845386056706223,-0.008935143235508366,-0.010202551914751426,0.013799604210336778,-0.0004645733537241658,-0.004610307201118947,0.013704194559354425,-0.01612656704030787,0.014772268907694718,0.0025190943782305163,0.0007208534602162001,0.011108099810377553,-0.1308549453667416,-0.12595493348796313,-0.009924251934284398,0.004531406999605166,0.004770568712525504,0.01007303759443013,0.0004050585325327267,-0.004163786609315437,0.0058238889790731534,0.00025509588416378645,0.01588406362112843,0.0076594113839122315,0.007199689074127468,,0.004805967867789976,0.010054483409788598,0.002779474931678534,0.0006830085365287616,-0.0021620725818232737,0.018027887018761898,0.003242722686297596
GeoNameIdentifier,-0.0036453681081666965,0.0013933715729944908,0.016458438375374668,-0.016883659356150615,-0.011840490216913371,0.018741947653500908,-0.048512970329329726,-0.025408772406837168,0.002661789795886205,0.5985111417133064,-0.05927669501547246,0.07018848122260404,1.0,-0.03769509734242684,0.00016402439163371772,0.007669221787940998,-0.001619763178736671,-0.015220834737955448,-0.05750317983513548,0.0033361300528195145,0.008029401237798973,-0.024599658235574712,-0.02146730392240733,-0.0006561597098908607,-0.0016937252653248613,-0.012211789078616454,0.007225785239644998,-0.02007101633258168,0.0006161307446073606,-0.003003536084502382,0.009933193500232907,-0.043568581398505835,-0.018607876703678864,0.0209553815107575,0.020958563212855594,0.028189536490900953,0.0005741988251855055,-0.015111279929489735,-0.047826894193430086,0.0069429831574200395,0.008074337762319113,-0.00237753242812139,-0.004745183592818465,-0.01729753852679484,-0.015325306824066003,0.011092052238972926,-0.011711415092320395,0.007661511870073091,0.0057427796742378166,-0.01936707746447656,0.03686836035659448,-0.06553450246768634,-0.07322586704249409,-0.044998234617617774,-0.12060844875774755,-0.12134499515142143,-0.02445531672336674,0.0029741856648958665,0.0742482039262718,-0.013068121801819007,0.0007106003171390289,0.0035858390077433975,0.010838208232856488,0.001188419747050262,-0.001290536501280893,0.00670052033635352,-0.06345542240781252,0.0006485297805916353,0.014807193721393183,0.022218342061349105,-0.0007880827717727273,-0.008550123645611111,-0.001074232433248115,-0.024232799870878837,0.0039751207813884006
LocaleEnglishNameIdentifier,-0.0008082652238561846,-0.001807093027773438,0.0077898590054281645,-0.012568295906392449,-0.009412304250997228,-0.08001824495075613,0.04141945456407157,-0.017688622116195905,0.0013912749022705962,0.048607147535029496,0.02622463349461206,0.0017608207717238198,-0.03769509734242684,1.0,0.015463835607540461,0.03750502345200826,0.021226778255385624,-0.0058361210669152595,0.06567968751311407,0.011889903876537584,-0.0029546707411557374,0.0323761592139504,0.007047321670041757,0.0009743549658250782,-0.009708669997728186,0.011245155798228504,0.04183175289906477,0.011994174776434705,-0.0007350904119704298,0.018019030986999997,-0.007880008839507522,0.02653888641229032,-0.039711280109145014,-0.11374451509176292,-0.0683602150774218,-0.0952405933448134,-0.00014045275652945738,-0.05943208260409205,0.12840715545728604,0.015397017933727239,-0.06879169976531443,-0.014954369308098889,-0.02296887439936424,-0.12719141547569962,-0.13488913309382916,-0.015549756992032598,0.00979641215342646,0.037541243552914036,0.01343234628464238,-0.0016265899407209555,-0.010925440110119635,0.04682711950239699,0.04315282971181999,0.03538157220887967,0.12033311682186625,0.1215775593080702,0.01188834247900715,-0.0034394923416595263,-0.04343116649614779,-0.034969913483966865,-0.0012742623679836528,-0.0018025657607872482,-0.025231747078716456,-0.00451389120528268,0.011187446298186429,0.018156667433651373,0.026371283256236288,-0.00038367149318077474,-0.023639541690314153,-0.05456306657386276,-0.06167356640627217,-0.03491353788485785,-0.004534874650660873,0.16168849312275071,0.01557463501603509
Platform,0.2919022278113108,0.006579694308071938,-0.012509263860343182,-0.023745692737438696,0.014369533473852187,-0.015493862610189242,-0.016463091058607125,0.14213127659798203,-0.28801911338091823,-0.00020472415286101124,0.0037685812157649905,0.0006672416200483258,0.00016402439163371772,0.015463835607540461,1.0,0.0021866890177698814,0.8587942308182502,-0.4965301230625026,0.01079182703848498,0.14658758928481136,0.29933520248037443,0.1096143110037541,-0.042055176511402316,0.003715737922363702,-0.0038691241342880367,0.770391311187109,0.047058755214980263,-0.03932941773552959,-0.00021822791628188604,0.07176277659236222,0.3571156865662632,0.022025725746902838,0.01998170640378996,0.005140098163601463,-0.01150915957909982,0.0003923766644440891,0.001150533699092379,-0.011510399356551378,0.02845470357464824,-0.005636537758497315,0.01755793741154796,0.03604067798796869,-0.004730442762772207,-0.035667450585206754,-0.03354343076019574,0.03930373601677669,-0.014277389299373194,0.003558464609851283,0.05085444923869645,-0.3052667071963151,-0.019862187546279796,0.13465995819837895,0.14305377978978692,0.005558433717257504,0.0176153171609254,0.017695960560879177,0.07220919517155486,-0.002108170547370523,-0.018802390530280894,-0.13986454475362917,-0.0008297096404693715,-0.0004603713531945344,-0.026984339682893564,0.00014096883250806338,0.02520491535310474,0.0012958000584271274,0.023498565140248534,-0.00013678039357004415,0.06160868724643453,-0.0013366059459344495,-0.012761401079001995,-0.023614740862899844,-0.10696982198292854,0.01471515020959818,-0.0034179192444652117
Processor,0.07252296004963057,0.0016848334977119007,0.011519041842018235,-0.01349261992882421,0.008759393697820927,-0.009704880699433665,-0.05266433599329432,-0.013465812920798254,-0.06634173677942144,0.005878657130994589,-0.009993597623499858,-0.004626281201162609,0.007669221787940998,0.03750502345200826,0.0021866890177698814,1.0,0.007975632617390241,-0.10022444492633449,-0.08897600749313164,0.06366375671053535,0.2116183117246188,-0.06255849216688723,-0.009690432580189924,-0.00018760674186140845,-0.0047917695384627895,-0.021556067890392907,0.015168118932986785,0.012439784628155526,-0.00013597772004235304,0.08364529951998013,-0.012655527660986784,0.07182084889576104,0.0626393466542134,-0.1496234071300473,0.014033650931149945,-0.015038814383582837,-0.00020073220226555184,0.18277201142547003,-0.2061330599880202,0.01618090965734753,-0.2076201945418514,0.02734789681384234,-0.07859911504838443,-0.16218344465318835,-0.09590191829485331,0.12643565461380568,0.08863537778302547,0.9894142417136995,0.10790039170366787,-0.10044000428176304,0.04874259287158109,-0.09100445963772748,-0.09320377729187464,0.02421322295322604,0.00461049380533366,0.0037693155128476438,0.0432947015297987,-0.002645784191294473,0.02511130427454095,-0.12122276487774443,0.0016320514434068052,-0.0008745566537431713,0.0030056265280960794,0.00040750835625691053,0.009157622300270358,-0.027189293341112312,-0.22516889445738417,0.0014326626111139497,-0.006176459269741696,0.07598144357151168,-0.024335031806617075,0.29787811780458684,-0.04711089018189062,0.0010748695363316865,-0.07339953138986738
OsVer,0.2955965872046682,0.006869722783581968,-0.011717636968794045,-0.021427610732210372,0.015412694202690404,-0.015517367923096775,-0.015368705310992886,0.13079461834161193,-0.28459222687122254,0.002928826842882954,0.002416909871352463,0.0006473318907476699,-0.001619763178736671,0.021226778255385624,0.8587942308182502,0.007975632617390241,1.0,-0.48330530359674867,0.028049726171371556,0.15019748558629412,0.25367063204870244,0.05187525165909609,-0.03898025540318929,0.0037163276891222213,-0.003551597439677046,0.7737579814564169,0.02034984922379343,-0.011229874398599723,-0.00020080546524891882,0.008059528663043505,-0.006218739448517846,0.010707179792611182,0.01607356997742379,-0.025733443314392004,-0.0155011000836501,-0.018073929917436723,0.001137716596467196,-0.03278831192427274,0.026421549692738404,-0.005714595386063037,-0.02780232319570775,-0.006092409816328849,-0.010070377359989172,-0.0345372395650517,-0.036666176461215415,0.00495705060248146,-0.012824397967174455,0.00927579646828732,0.05656227749242097,-0.2915808535957591,-0.02588300570788207,0.018422511761875714,0.02500271904610193,0.013752202339044504,0.02387137747797019,0.023661103199671244,0.00396139771188986,-0.0018514974484868626,-0.024298603301109462,-0.1469587122202549,-0.000801283773863336,-0.00041344674178167204,-0.02377211081878825,9.36779948221984e-05,0.018599970796768363,0.0031826072599517546,0.03325405191695614,-0.0001312925627239659,-0.010521039075512035,0.001347563246635837,-0.013725188757121259,-0.02029443756572336,-0.09549643033821945,0.014651560663880557,0.0011685831470867854
OsBuild,-0.38057469204289546,-0.008592971449759767,-0.028179291054830077,0.046631927399738114,-0.05396341094469258,0.0013957098702614026,0.004524789989044938,-0.09068177003285129,0.36236779069014613,0.009918369421597769,0.010178217506538306,-0.01431240990354522,-0.015220834737955448,-0.0058361210669152595,-0.4965301230625026,-0.10022444492633449,-0.48330530359674867,1.0,-0.03213318562558863,-0.7020233466357824,-0.5600293842158623,-0.13812221500009106,0.12350737619334375,-0.009050144242416857,0.013641962280060082,-0.1121304067032832,-0.09043969769985978,0.004500330565851606,-8.74343343562741e-05,-0.07146593223063163,-0.02443953085159258,0.008302913544213196,5.224318983546127e-05,0.1389337168755202,0.014054325032924813,0.0738402867021394,-0.00033093776754354246,-0.010682563665235354,0.07820694246776222,0.000955010397324064,0.15662872836914474,-0.013110348160134599,0.10774428468781586,0.15400968403825469,0.14398948976783688,-0.088332863012971,-0.019892504247298808,-0.1008351515215752,-0.5686136773639647,0.9378926475234829,-0.4932483098682117,-0.062282144293312566,-0.0761104015890895,-0.1306800415541438,0.016364614476113537,0.016621823149165323,0.0685911275301452,-0.008846310218785548,-0.06614962258992453,-0.012819632915570638,0.001887595348345846,0.0018856111476224856,-0.06650372880477942,0.007900077664465658,-0.06055358783522321,-0.01894105147040166,-0.0012456883281877441,0.000298292052464621,-0.0007983115779444858,-0.023457806473318403,0.03214752885473941,-0.061089913840562254,0.14208233140107118,-0.025044674555135857,0.02475426983962394
OsSuite,-0.02761064902622461,-0.0009086527014690062,-0.010743180561673903,0.016060512669499136,0.008152467394095902,-0.05743506303951314,0.18116775536300203,0.032221169773477255,0.026627283563620416,-0.001770480774312945,0.007587424950066764,-0.001966224843414334,-0.05750317983513548,0.06567968751311407,0.01079182703848498,-0.08897600749313164,0.028049726171371556,-0.03213318562558863,1.0,0.07757255700501246,0.008903052809000072,0.6381977399906863,-0.030155896187011793,0.00035174028912898526,-0.001050509378215067,-0.008298579371697236,0.011884853419105943,0.0640441939554922,-0.0006930667752573973,0.2000795555197307,-0.049822185204379414,-0.12549299959110005,-0.09384293554551552,-0.05900734050322491,-0.03614169695297626,-0.13643114671764087,0.0004578427727084071,-0.17711491886342814,0.2067261677333538,-0.04207117127348644,-0.09734847501042523,-0.012580124091735182,-0.15353149376678082,-0.07156806507494219,-0.13230491688320528,0.1401998197439083,0.05789490607768767,-0.0889503170363106,0.06727926733610155,-0.031385016791015484,-0.07068571644085629,0.34741101018594395,0.44309181286975674,0.1746966516817122,0.005153004655936942,0.005355118644084777,0.09215321268918378,-0.015062447449674476,-0.2712371449297313,0.1573285289011278,-0.0037032048103139165,-0.0024490374892070124,-0.05532188605402156,-0.01327639314167033,0.07783577208413953,0.13171307856806488,0.4586284836076822,0.00040995245698024444,-0.07504200075061186,0.09414712483678771,-0.05379360908445943,0.05781365629565432,-0.01716091063273933,0.036979892199375516,-0.020300700735364507
OsPlatformSubRelease,0.058272098045524065,0.0015452847756573659,0.03399105488367535,-0.04180646534556838,0.061137012547510326,0.03666579737745114,0.023838665694937974,0.036497794717925865,-0.05774750363921994,-0.010266588284400779,-0.00893518569825288,0.014758557745402183,0.0033361300528195145,0.011889903876537584,0.14658758928481136,0.06366375671053535,0.15019748558629412,-0.7020233466357824,0.07757255700501246,1.0,0.34463870888283055,0.0773594316212774,-0.12177846578893883,0.006478979686505894,-0.01661416000975359,-0.21710469549397307,0.038898266892531785,0.006974881485085895,0.000280733740553348,0.08374158824555453,-0.014233185820544099,-0.02927610701550936,-0.016913440241834925,-0.13427660207652892,-0.0152621315128326,-0.08075367739058031,-9.574024391561244e-05,-0.004934811307790864,-0.046991178469159595,-0.005973318554742072,-0.15427577812238177,0.023827887049842032,-0.12226078731258376,-0.1340325375133872,-0.13173046485822884,0.09793466951725088,0.0302653638264052,0.06401060317699914,0.8912090331811318,-0.7309290821460773,0.3104560717946301,0.050148790927265895,0.06422625647016593,0.16725818317804167,-0.015294437445108729,-0.015314198208599458,0.037537830285780026,0.010292183894530552,0.045112913802564845,0.06392586056145175,0.0020712073338647282,-0.0023235777836174373,0.0975074079921901,0.013917420317007179,0.06797863126327078,0.03640488057388581,0.06372943514773925,-9.935035411465213e-05,-0.006313964886160145,0.03361586763445614,-0.017224773943785226,0.06757117875432982,-0.10818783516550262,0.02254412668808217,-0.02973259569852345
OsBuildLab,0.277735825334972,0.006690799897239119,0.014452825229682975,-0.023260605641644734,0.06601684914033676,0.00046155812697260196,-0.00859433887885105,0.04211088533058771,-0.26595414404666967,-0.007083284641456191,-0.0033166059093772612,0.007702432525959856,0.008029401237798973,-0.0029546707411557374,0.29933520248037443,0.2116183117246188,0.25367063204870244,-0.5600293842158623,0.008903052809000072,0.34463870888283055,1.0,0.11348295626360728,-0.10843025869238998,0.0042504643646707465,-0.007171944455231899,0.06813014788713621,0.06427390320205487,-0.01103244571562894,0.00011620631225599376,0.08950139762461122,0.13177194410363416,0.01495268127820251,0.015050965701407492,-0.08581673748884532,-0.003238853753834744,-0.043398771947537114,-0.00013856929523761548,0.05367844277386679,-0.08665379087538297,-0.0014343119117365838,-0.10170321030721319,0.03205175007811036,-0.07146794349945794,-0.1068187330850881,-0.08728257906572563,0.08798723417877712,0.0286321986939684,0.20716809232507194,0.2839980806125334,-0.5238710192497319,0.2140823388844753,0.057983850266888154,0.07011482379533555,0.07981546996101534,-0.0027701869211072864,-0.00364060999911013,-0.0052657723570805675,0.0019174311194799668,0.01769129731986189,-0.017852753018974793,0.00346400661913295,-0.0012090887789227745,0.1475372905651384,0.027361586621670014,0.03426303551625156,0.003867144057421516,-0.030598182470474578,-0.00016858860760157816,0.026046281981132825,0.042845589069917436,-0.011883538481009976,0.10235055841703565,-0.0966131517738358,0.017979907505325406,-0.038641048079624554
SkuEdition,0.1172019746868832,0.0022072314290642442,-0.0017331689093344415,0.003354085422228193,0.0055460103480462495,-0.053609733031308456,0.1093280794049343,0.028764156941494916,-0.11274892120732252,0.0032462922452236825,0.0065428504072888,0.01127347669928357,-0.024599658235574712,0.0323761592139504,0.1096143110037541,-0.06255849216688723,0.05187525165909609,-0.13812221500009106,0.6381977399906863,0.0773594316212774,0.11348295626360728,1.0,-0.021721941300313345,0.0017594574788451745,-0.002741986923810069,0.01421008051096787,0.016330911935270993,0.02734514152696574,-0.0006391986116649163,0.15608031935442665,0.1580482201624047,-0.07325950022205066,-0.06551745488052516,-0.02600860511482191,-0.027209242936722455,-0.08596276750320565,0.00028357049888157274,-0.09847769003926563,0.11863049495851381,-0.02619218486617664,-0.04496517287632472,0.008453304371491631,-0.09691138598198692,-0.05108417518143532,-0.09049522326618399,0.09835933160042683,0.035192082909996564,-0.06279186186964837,0.06595856699513167,-0.12226067450850273,0.10455008016712233,0.6553077098061557,0.7181515025998786,0.08538470854520283,0.0008261296593956519,0.002058697164126169,0.059759069365211664,-0.010693115266668293,-0.15761984475298974,0.14938600505624872,-0.0031653839775478403,-0.00213506535676687,-0.0013851660437814743,-0.01110117924211702,0.050023084124342886,0.0866416605695423,0.2746285347429126,0.0002551837644301299,0.012683144731065516,0.051846399712345365,-0.043218640224943414,0.025401955835652055,-0.008458055011568887,0.01443359171505528,-0.016202443128207483
IsProtected,0.009364078241439673,0.0002893375101645022,0.06092434203782126,-0.034698108067815835,-0.050597822956974424,-0.14450545601269837,-0.02595950930849155,0.08026577318532836,-0.008684914935837777,-0.012549091751996574,0.01392625457468473,-0.010335373410694662,-0.02146730392240733,0.007047321670041757,-0.042055176511402316,-0.009690432580189924,-0.03898025540318929,0.12350737619334375,-0.030155896187011793,-0.12177846578893883,-0.10843025869238998,-0.021721941300313345,1.0,-0.002023678132056477,0.0035583792382622155,0.040169066547067395,-0.032906612936047255,0.0065610151884566105,-0.00041855329960946257,-0.021144350616833552,-0.0014517162443807973,0.021552207623931695,0.01646100348130952,0.04802594860754071,0.0015209229245602815,0.025141252903368185,0.00013784621028721847,0.048011956974227644,-0.0037191573325725804,-0.008684499915509038,0.05579259644920822,0.000626225070543363,0.04638510182513602,0.05669077629038764,0.0624896918184916,-0.0312008995683584,-0.001070184477432625,-0.009804858158265676,-0.11694479297152281,0.13190079363837376,-0.05872397661899677,-0.02976235801052835,-0.031675526713838414,-0.028855885038842,0.047674803045287706,0.04928363495152526,0.01119749305166203,0.0027821551577020313,-0.01023113366624693,-0.029736247852625786,0.0010119245759637146,0.00043994528679879453,-0.01861780702553478,0.0017547939210053802,-0.04087258706145413,-0.014844842029328979,-0.03764503683180707,0.000152541727171239,0.01087844905954604,-0.0015692218374710487,0.01197561668633236,0.005221245750612733,0.037248019624840735,0.005259086123588431,0.057045035868801885
AutoSampleOptIn,-0.0005563301079291055,-1.473730638810205e-05,-0.01458523436848132,-0.0007142351170066996,0.06833623846127643,-0.005372832913129903,0.004700713759010006,0.003189963433629199,0.0005933886124095643,-0.0011160173960175393,0.0009952208673396918,0.00011888064972815305,-0.0006561597098908607,0.0009743549658250782,0.003715737922363702,-0.00018760674186140845,0.0037163276891222213,-0.009050144242416857,0.00035174028912898526,0.006478979686505894,0.0042504643646707465,0.0017594574788451745,-0.002023678132056477,1.0,-4.2696592729580416e-05,-0.0015355439464720731,2.735907881231245e-05,-0.0005068847916252007,-6.53547834721387e-06,-5.6142969918885054e-05,-0.0002163036050698977,0.0001437146144295817,-0.0003805956476127619,-0.002270667992251736,-0.0010900384592724102,-0.0015117738892028074,-3.15807287734498e-06,-0.000281246546971726,-0.0007028644206603857,0.0004752887106738384,-0.0020879860217442358,-0.0002889997743942051,-0.0005379888124675432,-0.001608621444427822,-0.0019603720024553685,5.295920320434169e-05,-0.00043410136606976223,-0.00011437781472287255,0.005593117724000539,-0.009266041207236696,0.009166439266619716,0.0013917249693347652,0.0015508096338721802,0.00018625020614690624,6.951607530722422e-05,1.5722485504373754e-05,-0.0010856585974668791,-0.00012560134347214857,-4.100741677252826e-05,0.0008796988640839927,-3.783882643418302e-05,-1.648435152322893e-05,0.0026819607439379084,-0.0001337273922886503,0.001199544131317505,0.0005664683874644435,0.0006508364073685376,-4.669870518712787e-06,0.000295405126366985,-0.00065363185618067,-0.00041632643050030534,-0.0008793896097791437,-0.0008783821553295274,0.001014457214291878,0.0005024820908756169
SMode,-0.002265989414078564,-5.5619983803871156e-05,0.00301747582749117,-0.0028471073015343905,-0.0008846770425110042,0.008510439385740816,-0.012980164485841807,-0.0027164047672959464,0.002380337018748726,-0.0027184764139168978,0.0015879647924749247,0.001079457691221918,-0.0016937252653248613,-0.009708669997728186,-0.0038691241342880367,-0.0047917695384627895,-0.003551597439677046,0.013641962280060082,-0.001050509378215067,-0.01661416000975359,-0.007171944455231899,-0.002741986923810069,0.0035583792382622155,-4.2696592729580416e-05,1.0,0.005177370438679897,-0.014411465175064657,0.0027775400725873894,-2.500155752558651e-05,0.010466336747539294,-0.000890089990846008,-0.0034628979124765574,-0.001063754620844422,-0.01055382338558654,0.005572925484782774,0.0018758612098839038,-1.4756698267727989e-05,0.015250976440917085,-0.01867336910461723,-0.0056968074992423045,-0.006550539746441813,0.016129584411784952,-0.012345790020963528,0.002093845688972403,0.00470066640539728,0.007785825646028079,-0.0016009251183013347,-0.004769707443328699,-0.0165447723282345,0.013850594928848969,-0.005663083394134951,-0.005522443601123944,-0.006000543937760427,0.01196840999323495,-0.005299510876979693,-0.005724526688409146,-0.008331068851918626,-0.00050974422556166,0.00018937355549304637,0.006861200776441317,-9.901507913286649e-06,-7.00539306534263e-05,0.008713622574769377,-3.0000810877434677e-05,0.007487922030096415,-0.0002852080200347693,0.01795379876627328,-1.0855856378752564e-06,-0.0011600933960516165,0.016405143421205897,0.024790923794246748,0.01513312359426236,-0.0016744226353658887,0.0029182920732127742,-0.014536395107204994
IeVerIdentifier,0.48488872473645656,0.011409893810293302,-0.024852426261505134,-0.003245832618907859,-0.013354143089203234,-0.07101469194558828,-0.029717919451057877,0.10725741701992594,-0.4606926947946098,0.005395476558159838,0.012669204971246177,-0.008142761119042854,-0.012211789078616454,0.011245155798228504,0.770391311187109,-0.021556067890392907,0.7737579814564169,-0.1121304067032832,-0.008298579371697236,-0.21710469549397307,0.06813014788713621,0.01421008051096787,0.040169066547067395,-0.0015355439464720731,0.005177370438679897,1.0,-0.06653676217250498,-0.011881529940507623,-0.00037763586130703516,-0.052261700001479804,-0.026563402326060283,0.026354557062152287,0.03431165395078664,0.05011413573870521,-0.009222921709609007,0.031696185786302546,0.0010479035940862262,-0.025554329925776442,0.06482491198354501,-0.0077845809320796116,0.05931396185176788,-0.02030956322881336,0.06579363736230033,0.05036167661777358,0.04754524363350318,-0.055074685713939024,-0.03060174102350302,-0.020565527706521498,-0.2673030865053991,0.12545315090003317,-0.3417397413933363,-0.040026813528427595,-0.04021991275594007,-0.0679295269854628,0.038718096083998184,0.03866840944929976,0.039681012684871536,-0.008031175036763441,-0.07271289715316889,-0.21043316847714977,0.00065462211117638,0.0009770259682560436,-0.050062562222321874,0.008476218609375193,-0.023189683198865267,-0.016427250335995593,-0.010614370595679152,-7.246145453888447e-05,-0.012220748940733713,-0.023948188299161954,-0.00207968754473136,-0.06579951604845444,-0.04066120391224103,0.004141847520427055,0.01590700574396232
SmartScreen,-0.08762649213377646,-0.0020695425168025267,-0.03222567266467468,0.031231323512673798,0.0056664962733446065,-0.03200440626188817,0.04570384811344481,0.01248958123232624,0.08431324838221316,-0.006406812923778253,-0.005289484801922131,-0.005736408692858185,0.007225785239644998,0.04183175289906477,0.047058755214980263,0.015168118932986785,0.02034984922379343,-0.09043969769985978,0.011884853419105943,0.038898266892531785,0.06427390320205487,0.016330911935270993,-0.032906612936047255,2.735907881231245e-05,-0.014411465175064657,-0.06653676217250498,1.0,-0.02298673087562757,-0.00023548955788244117,0.029850913891023022,0.07131575753478447,-0.007704589781785081,-0.008999395072674946,-0.06777586578161994,0.0014991154002818835,-0.01678188359619403,0.00012328225596378449,-0.04672741096517022,0.010891794511336306,0.07958272016077138,-0.03984399687235574,-0.005016922561355048,-0.02436739982612725,-0.06010752266592154,-0.06777190306769633,0.026502718728980773,-0.003618167729901809,0.01543884599102784,0.03242221492157494,-0.10832022138782979,0.08758690100442938,0.028069876467215028,0.03185324943208508,-0.12266487590605986,-0.03762542872153995,-0.03834267811722337,0.15063849138291452,-0.002085363777053231,-0.04276481625682186,-0.02272034380952268,-0.0005130348108959029,-0.001536418002759798,0.011191705484810134,0.0039250945718389725,0.024388527764395665,0.011773135129925415,0.016361769720038978,-0.0001947574400263657,-0.020024794258305372,0.009319315786425959,-0.022731028004788222,-0.01293483252675553,-0.042911974382479734,0.03282332829433303,0.1019230716090962
